Experiment,sex,Type,Genotype,Hierarchy,Mice.chips,Animal,Last.day.Glicko,RunningTime(N.events),RunningTime(min),WalkingTime(N.events),WalkingTime(min),StaticTime(N.events),StaticTime(min),movementTime(min),RunningTimeHighVelocity(N.events),RunningTimeHighVelocity(min),Median/mean.speed.(cm/sec),Median/mean.Aceleration.(cm/sec^2),Distance.traveled.(m),Angular.velocity.(rad/sec),sleepingSumTime(min),hidingSumTime(min),eatingSumTime(min),drinkingSumTime(min),Frequency.visits.the.hiding.boxes.(1/hour),Frequency.visits.outside.sleeping.box.(1/hour),ROI.exploration.(bits/hour),ArenaSumTime(min),CenterTimeAlone(min),InsideZoneTime(min),OutsideZoneTime(min),Chasing (N events),Chasing duration (sec),Being chased (N events),Being chased duration (sec),Chasing.plus.being.chasing.all(N.events),Chasing.plus.being.chasing.duration(sec),Foraging correlation,Distance pairs(cm),Together (N events),Time together(min),Contact snout-head (N events),Contact snout-rear (N events),Contact snout-head (1/min),Contact snout-rear (1/min),Approaching (N events),Approaching duration (sec),Being approached (N events),Being approached duration (sec),Approach.and.being.events,Approach.and.being.duration.sec,Avoiding (N events),Avoiding duration (sec),Avoid.and.being.events,Avoid.plus.being.duration.sec,Being avoided (N events),Being avoided duration (sec),Last.Day.Stability,Overall.Stability,Glicko.per.day.y
Exp61R,female,wild,WT,beta,000715d48d,26,2299.033,1824,4.11321666666667,11164,102.854383333333,8874,23.3423166666667,106.9676,296,0.500283333333333,3.7454629385183,40.32441109335,618.608881252047,2.83629832099898,24.0708666666667,22.153,6.77121666666667,1.99458333333333,45.0005437565704,14.7501782313203,0.176265722591722,193.773233333333,2.5981,110.065716666667,46.6668666666667,1,0.797000000000001,2,1.922,3,2.719,0.080804565542714,54.2387822729103,765,21.86535,325,312,1.35418302971161,1.30001570852314,12,51.735,6,8.46899999999999,18,60.204,0,0.0,1,44.719,1,44.719,1.0,0.706461099368075,2100.16223074276
Exp61R,female,wild,WT,epsilon,7949211,26,2077.06,1996,4.60631666666667,7609,67.5070333333334,5178,13.3296333333333,72.1133500000001,245,0.425149999999999,5.50635893398657,57.4772736886177,543.441622564024,3.21893852132283,90.77515,8.87656666666667,2.50081666666667,1.28411666666667,32.7503957339485,23.0002779200249,0.136842412444139,140.345383333333,3.63325,67.9765333333333,29.5377333333333,3,3.422,3,2.156,6,5.578,0.0620567460546613,47.6974404146283,685,17.8807333333333,258,279,1.07501298974029,1.16251404704474,16,54.97,9,18.986,25,73.956,4,8.47,7,65.908,3,57.438,1.0,0.764494341016822,2200.0
Exp61R,female,wild,WT,delta,00079481c8,26,2138.304,1418,2.77788333333333,6744,69.77465,5072,12.75525,72.5525333333333,194,0.32445,4.4810670283942,48.3595822208155,443.497696090873,3.14816712617015,54.0835666666667,17.5354666666667,4.05013333333333,0.0463666666666667,34.7504199009071,15.25018427306,0.147790189921873,168.378066666667,1.7573,89.025,43.3944833333333,1,0.952999999999999,2,2.937,3,3.89,0.0120365515008068,50.9044744890598,617,25.9492166666667,222,194,0.925011177218392,0.808343100812468,5,5.282,17,116.829,22,122.111,6,125.922,8,130.876,2,4.954,1.0,0.623265821478088,2076.39835683368
Exp61R,female,wild,WT,gamma,7945983,26,2229.671,1424,3.09008333333333,5469,53.4615833333334,3606,9.91621666666667,56.5516666666667,219,0.369233333333333,5.96617795352864,59.6304582008204,424.783003725685,3.51274092554619,91.26275,8.89646666666667,1.82621666666667,0.0440166666666667,20.2502446904567,24.250293024374,0.11051367383227,139.837883333333,1.9133,51.32845,34.94225,3,2.718,1,1.766,4,4.484,0.0450756157686228,46.9318962648427,578,14.2405166666667,201,217,0.837510119913949,0.904177592145905,7,16.391,16,69.501,23,85.892,4,89.922,6,110.172,2,20.25,0.781332824380864,0.717190228459047,2447.20328633263
Exp61R,female,wild,WT,alpha,7946963,26,2320.078,1390,3.34535,6831,61.3159500000001,5026,12.8380666666667,64.6613000000001,195,0.3562,4.33118912184976,48.0555856819257,417.063491471158,3.11254600356311,78.0535,5.93753333333333,3.10538333333333,0.0,13.750166147841,34.5004168800373,0.0919303997668448,156.006066666667,1.79896666666667,55.9556,44.2104,2,2.469,2,1.578,4,4.047,0.0706301106159058,53.1319730176389,485,13.7947833333333,168,147,0.700008458435539,0.612507401131097,5,40.985,9,7.31299999999999,14,48.298,2,8.782,6,11.578,4,2.796,0.781471995433829,0.724874267075762,2200.0
Exp66R,female,wild,WT,gamma,7946132,35,2274.223,2218,5.13081666666668,10329,85.2690999999988,7446,20.3778499999999,90.3999166666655,231,0.333883333333334,4.50465361948516,47.0298829261947,614.398104896542,2.89988201069932,79.4991666666667,38.3352333333333,2.05735,0.116116666666667,105.524138712453,17.5084893827837,0.220025171078905,135.756866666667,0.248716666666667,82.5296333333333,30.3740333333333,3,2.875,5,2.89099999999998,8,5.76599999999998,0.0224408192031055,52.3021486694396,1285,13.5465666666667,637,652,2.51191615694442,2.57106645891328,3,2.32799999999999,13,14.704,16,17.032,8,7.595,12,12.876,4,5.281,1.0,0.892527939898644,1952.79671366737
Exp66R,female,wild,WT,delta,7948045,35,2063.088,2747,6.53930000000002,14427,115.762599999998,10770,31.3086999999995,122.301899999998,311,0.456266666666667,4.48684559517551,43.8157618934724,818.21407470655,2.7513176080888,24.13905,30.6174,3.87698333333333,2.03068333333333,112.385573740841,14.9058760961537,0.169637991493414,198.834816666667,0.75605,118.74525,37.90025,2,4.15700000000001,8,7.65500000000001,10,11.812,0.00427689015644141,55.8801022047506,1594,15.1585666666667,972,1036,3.83293956758237,4.08531418931619,6,11.501,19,25.92,25,37.421,12,22.374,17,30.469,5,8.095,1.0,0.862936311700505,1952.79671366737
Exp66R,female,wild,WT,epsilon,7945556,35,1986.544,8142,30.0041999999997,15941,174.293533333331,6808,16.6190833333335,204.297733333331,559,0.786799999999999,13.4503695808644,83.5234789758914,2421.0657702996,3.38662980209788,3.48436666666667,9.80276666666667,4.12385,1.25501666666667,78.5516010146511,5.44182778113547,0.0923795378868748,240.304133333333,4.16141666666667,177.861666666666,45.9995666666667,23,19.094,11,14.141,34,33.235,-0.00959607831536496,57.5678464874934,1965,16.9423666666667,946,1011,3.73041237750301,3.98673035270142,19,21.872,7,10.453,26,32.325,6,7.98500000000001,21,33.374,15,25.389,1.0,0.81363105284347,2367.47625326678
Exp66R,female,wild,WT,beta,000794632b,35,2295.149,2704,7.44290000000004,10461,86.1092666666656,7004,20.3423166666666,93.5521666666656,276,0.435699999999999,6.04662994597441,55.2569841746854,769.452863964438,3.29341713179668,90.4505833333333,12.76035,4.1475,1.77601666666667,58.4404983452375,31.9411630631865,0.159134611888436,150.380333333333,0.344,76.9791666666666,39.60395,10,10.703,5,5.126,15,15.829,0.0236250349198535,52.4922852073713,1486,14.3353833333333,770,845,3.03638216773501,3.33213367757933,4,4.563,3,4.733,7,9.296,8,21.28,13,28.091,5,6.81100000000001,1.0,0.952635614398064,2451.21437990017
Exp67L,female,wild,WT,gamma,000715d6ff,36,2193.458,2539,6.25098333333336,10117,87.5099833333322,7013,17.0203,93.7609666666655,166,0.238283333333333,4.65229692116526,50.2044662274359,658.745986209953,2.98458385459905,101.111966666667,10.5985,2.41725,1.94848333333333,37.6513439370131,24.6934138807683,0.161596566044587,133.6991,10.95985,83.8542999999999,28.5324333333333,1,0.891000000000002,5,4.23499999999999,6,5.126,0.0331852931150306,44.6364212494357,821,12.7632166666667,441,467,1.79699596063017,1.90294130071267,3,6.15700000000001,5,5.985,8,12.142,4,8.624,4,8.624,0,0.0,0.805196763437847,0.929935245790027,1952.79671366737
Exp67L,female,wild,WT,beta,000715a68a,36,2312.822,1475,3.42855,7497,58.6243333333327,5411,13.9495500000001,62.0528833333328,131,0.185133333333333,4.07381570696142,44.6309644157108,402.120264006256,2.99078501859801,137.2287,7.44973333333333,1.26506666666667,1.12293333333333,23.2264784027029,35.6954299662591,0.147736074558943,100.731133333333,7.05538333333333,52.2808,25.5353666666667,7,5.49899999999999,1,1.281,8,6.77999999999999,0.0771623578539791,36.5363444802972,758,11.2459333333333,378,421,1.54028225196872,1.71549954518209,3,2.797,7,10.97,10,13.767,4,8.81200000000002,6,13.124,2,4.312,0.795989071993725,0.824167140069942,2299.83776925724
Exp67L,female,wild,WT,epsilon,0007158ef6,36,1996.007,2071,4.41068333333335,9141,82.0316166666656,6631,15.2846333333333,86.4422999999989,180,0.25985,4.07411917328792,48.209974462695,540.237540153452,3.11028357779148,120.68065,7.40226666666667,1.4523,0.409383333333333,36.1844084589476,19.8036289538835,0.125668213383392,117.32665,7.25893333333333,77.4583666666666,25.7339,3,2.876,1,0.891000000000002,4,3.767,0.0687746956868602,37.3716061409129,819,14.5108333333333,471,512,1.91924058380229,2.08630823547085,4,5.017,2,6.547,6,11.564,0,0.0,4,11.125,4,11.125,1.0,0.856629338685873,2447.20328633263
Exp67L,female,wild,WT,delta,0007946e6f,36,2098.694,1796,4.32520000000001,7580,66.1543333333326,5276,12.3312166666668,70.4795333333326,111,0.1571,4.0631592413311,50.806846997686,460.57036311968,2.85353475056523,136.492683333333,6.35768333333333,1.15621666666667,0.544516666666667,19.5591397075392,24.9379031271125,0.129470707215108,102.5592,10.7676333333333,59.0811833333333,25.1849166666667,0,0.0,4,2.859,4,2.859,0.0164110956582913,42.3439357506761,583,8.11738333333334,293,282,1.19392248631438,1.14909945781793,2,4.48399999999999,3,6.54700000000001,5,11.031,1,2.0,1,2.0,0,0.0,1.0,0.818774865227536,2037.78782098934
Exp67L,female,wild,WT,alpha,0006e9dbcd,36,2589.349,1518,3.19205000000001,8317,77.8702499999992,6253,15.4324833333334,81.0622999999992,151,0.219933333333333,3.74724891181042,43.1689541081205,469.824902125966,2.84901172032213,124.261583333333,6.51911666666667,1.97941666666666,0.491116666666667,38.8737901687343,25.426881619801,0.131285375306757,114.628866666667,12.2407333333333,67.87765,30.18235,0,0.0,0,0.0,0,0.0,0.0395828040820343,42.9011372043999,719,10.9249666666667,369,430,1.50360886501708,1.75217293213372,2,5.922,1,1.766,3,7.688,1,4.719,1,4.719,0,0.0,1.0,0.913508857675076,2200.0
Exp68L,male,wild,WT,gamma,000794633b,37,2232.99,1908,5.93056666666668,13288,122.621333333331,11249,35.8631666666659,128.551899999998,345,0.636766666666667,4.19483542190527,35.3405456971557,830.10146646884,2.43754085691048,3.76646666666667,30.90515,19.7952833333333,1.61791666666667,80.5014479079867,3.75006744912981,0.225336222272985,205.324066666667,4.08728333333333,101.926433333333,65.0256833333332,15,10.155,14,16.843,29,26.998,0.0168400517259789,58.5875184672292,1021,15.08015,281,267,1.17085439245053,1.11252000990851,4,5.924,1,0.795999999999999,5,6.72,5,7.922,8,13.938,3,6.016,0.787589655703299,0.761247610212502,2367.47625326678
Exp68L,male,wild,WT,beta,7948811,37,2280.517,1546,4.38353333333334,10107,74.2017833333321,8348,29.4879999999996,78.5853166666654,203,0.350116666666667,4.17291029518749,33.9398796827854,514.908215492829,2.32109029260565,71.5583,19.75285,13.1709166666667,0.782833333333333,54.7509847572953,8.25014838808559,0.244085028968856,148.684533333333,1.2963,83.5833166666666,26.9479166666667,11,7.923,15,10.373,26,18.296,0.0252203899557142,53.9052469824461,800,12.1145166666667,203,211,0.84584854685928,0.879182479740434,3,2.61,9,9.98800000000001,12,12.598,5,6.267,6,6.907,1,0.640000000000001,0.75,0.82541401748647,2116.26187336661
Exp68L,male,wild,WT,alpha,00079477ca,37,2725.899,2136,6.86063333333336,9991,81.468699999999,7487,22.2619666666667,88.3293333333323,237,0.4255,4.85652873089531,43.2529295849799,660.848668824871,2.80320478626406,86.7168666666667,18.0755666666667,14.9400833333333,0.620883333333333,63.5011421385982,24.5004406676481,0.262987693548073,135.20325,1.14818333333333,77.3427833333332,35.3130833333333,24,22.697,3,2.25099999999999,27,24.948,0.0513145336894326,58.1590089867504,650,7.0504,176,221,0.733346523385386,0.920849895841877,4,3.20200000000001,2,3.688,6,6.89000000000001,3,4.64,10,14.405,7,9.76500000000001,0.755853458022147,0.901170691604429,2499.51330777172
Exp68L,male,wild,WT,delta,7946601,37,1983.429,1513,5.70696666666668,9654,65.758199999999,8063,32.2447833333329,71.4651666666657,443,0.93555,3.94054359950983,25.6900597271468,572.523882979764,1.97493542966473,79.7499166666667,8.91691666666667,5.34015000000001,0.842466666666667,27.500494626952,14.7502652999106,0.141980715958525,151.32885,0.5961,62.9302833333333,43.66615,3,1.375,7,4.655,10,6.03,0.0969437270997761,63.5456798236294,435,3.91245,104,102,0.433341127455001,0.425007644234712,1,3.203,1,0.640000000000001,2,3.843,3,2.873,3,2.873,0,0.0,0.782771183668334,0.794154741321147,2100.16223074276
Exp68L,male,wild,WT,epsilon,000715a74e,37,1851.061,2304,9.0368166666667,11678,99.7062999999983,9496,31.0889666666663,108.743116666665,542,1.16486666666667,4.55691335438546,38.1683749086761,906.408896866418,2.35532213524983,29.7281333333333,40.5559,13.7556666666666,0.0629999999999999,63.7511466352068,3.25005845591251,0.253945469424948,169.71165,1.39638333333333,87.3552666666666,55.7508333333333,5,3.579,19,11.607,24,15.186,0.0359898325447435,58.8214039878686,838,11.2083166666667,238,241,0.991684503214329,1.00418472804476,2,1.265,7,9.157,9,10.422,2,4.656,4,6.015,2,1.359,1.0,0.945736662157732,1948.78562009983
Exp66R,female,wild,WT,alpha,000715a0a0,35,2554.998,2078,5.19235000000002,10461,89.6496666666655,7677,21.82865,94.8420166666656,193,0.286566666666666,4.57679036939762,43.7613411315154,648.091149563024,2.68989045490159,95.9794333333333,14.9179166666667,2.55568333333333,0.65,80.4444106776548,31.4679606474356,0.14988137669636,142.693916666667,0.391666666666667,84.1840499999999,34.3767,1,0.875,10,7.891,11,8.766,0.00980430773183869,53.822410986438,1038,12.0740833333333,745,739,2.93779833112024,2.91413821033269,8,10.406,7,5.49999999999999,15,15.906,7,13.28,12,25.03,5,11.75,1.0,0.880052981929249,2076.39835683368
